iter	Logloss
673	0.2657620055
674	0.2657568747
675	0.2657524472
676	0.2657481263
677	0.2657428502
678	0.265735557
679	0.2657288411
680	0.2657257778
681	0.2657220381
682	0.2657146926
683	0.2657101043
684	0.2657053901
685	0.2657000926
686	0.2656951401
687	0.2656899743
688	0.2656854946
689	0.2656802979
690	0.2656736673
691	0.2656704218
692	0.2656647445
693	0.2656596932
694	0.2656525065
695	0.2656486003
696	0.2656448064
697	0.2656394275
698	0.2656347773
699	0.2656310396
700	0.2656247675
701	0.2656212294
702	0.2656139187
703	0.2656064317
704	0.2656012215
705	0.2655935117
706	0.2655880611
707	0.2655834573
708	0.2655797197
709	0.2655753581
710	0.2655674874
711	0.2655624477
712	0.265558152
713	0.2655541915
714	0.2655492718
715	0.2655423119
716	0.2655378108
717	0.265531684
718	0.2655278611
719	0.2655233174
720	0.2655194886
721	0.265514693
722	0.2655086534
723	0.2655030847
724	0.2654966518
725	0.2654919298
726	0.2654820983
727	0.265477541
728	0.2654714549
729	0.2654663202
730	0.2654623016
731	0.2654561109
732	0.2654505809
733	0.2654455721
734	0.26544104
735	0.2654341673
736	0.2654297573
737	0.2654258549
738	0.2654225164
739	0.2654182342
740	0.2654113692
741	0.2654061027
742	0.2654026576
743	0.2653955485
744	0.2653913109
745	0.2653815763
746	0.2653761664
747	0.2653712546
748	0.2653674626
749	0.2653625236
750	0.2653564395
751	0.2653502294
752	0.2653458097
753	0.265341948
754	0.2653362456
755	0.2653297449
756	0.2653234728
757	0.265317594
758	0.265313432
759	0.2653073169
760	0.2652983185
761	0.2652929494
762	0.2652894306
763	0.2652842456
764	0.2652796108
765	0.2652760901
766	0.2652714999
767	0.2652652142
768	0.2652611627
769	0.2652546038
770	0.2652520364
771	0.265248291
772	0.2652449234
773	0.265237016
774	0.2652308989
775	0.265226082
776	0.2652219975
777	0.2652187054
778	0.265213344
779	0.2652088584
780	0.2652032103
781	0.2651994997
782	0.265193061
783	0.2651868257
784	0.2651825009
785	0.2651772054
786	0.2651714448
787	0.2651656417
788	0.2651590421
789	0.2651561977
790	0.2651533319
791	0.265150689
792	0.2651445157
793	0.2651412005
794	0.265135312
795	0.2651299584
796	0.2651242056
797	0.2651210976
798	0.2651181563
799	0.2651130565
