iter	Passed	Remaining
636	53883	13787
637	53954	13699
638	54027	13612
639	54111	13527
640	54195	13443
641	54279	13358
642	54351	13270
643	54420	13182
644	54488	13094
645	54561	13007
646	54638	12920
647	54707	12832
648	54798	12749
649	54884	12665
650	54951	12577
651	55025	12490
652	55098	12403
653	55187	12320
654	55260	12233
655	55350	12150
656	55428	12064
657	55501	11977
658	55575	11890
659	55660	11806
660	55736	11720
661	55813	11634
662	55903	11551
663	55983	11466
664	56068	11382
665	56150	11297
666	56228	11212
667	56316	11128
668	56398	11043
669	56477	10958
670	56569	10875
671	56659	10792
672	56762	10711
673	56840	10625
674	56915	10539
675	57010	10457
676	57088	10372
677	57159	10285
678	57242	10200
679	57319	10115
680	57395	10029
681	57478	9944
682	57567	9861
683	57646	9776
684	57724	9690
685	57824	9609
686	57903	9524
687	57970	9437
688	58047	9351
689	58135	9267
690	58201	9180
691	58292	9097
692	58368	9012
693	58449	8927
694	58521	8841
695	58593	8755
696	58671	8670
697	58754	8585
698	58834	8501
699	58914	8416
700	58995	8331
701	59073	8246
702	59191	8167
703	59270	8082
704	59351	7997
705	59440	7914
706	59518	7829
707	59596	7744
708	59675	7659
709	59743	7573
710	59823	7488
711	59905	7404
712	59996	7320
713	60078	7236
714	60150	7150
715	60225	7065
716	60299	6980
717	60383	6896
718	60471	6812
719	60540	6726
720	60609	6640
721	60689	6556
722	60779	6473
723	60855	6388
724	60939	6304
725	61010	6218
726	61095	6134
727	61163	6049
728	61241	5964
729	61330	5881
730	61414	5797
731	61486	5711
732	61573	5628
733	61668	5545
734	61746	5460
735	61859	5379
736	61938	5294
737	62006	5209
738	62093	5125
739	62163	5040
740	62242	4955
741	62325	4871
742	62414	4788
743	62492	4703
744	62556	4618
745	62647	4534
746	62726	4450
747	62803	4366
748	62898	4282
749	62969	4197
750	63037	4112
751	63116	4028
752	63188	3944
753	63262	3859
754	63346	3775
755	63435	3692
756	63503	3607
757	63593	3523
758	63671	3439
759	63758	3355
760	63836	3271
761	63910	3187
762	63996	3103
763	64080	3019
764	64160	2935
765	64230	2850
766	64315	2767
767	64397	2683
768	64465	2598
769	64538	2514
770	64628	2430
771	64706	2346
772	64789	2263
773	64879	2179
774	64962	2095
775	65048	2011
776	65133	1928
777	65202	1843
778	65268	1759
779	65366	1676
780	65452	1592
781	65551	1508
782	65640	1425
783	65722	1341
784	65830	1257
785	65928	1174
786	66043	1090
787	66119	1006
788	66198	922
789	66257	838
790	66338	754
791	66435	671
792	66516	587
793	66588	503
794	66673	419
795	66768	335
796	66848	251
797	66918	167
798	66991	83
799	67082	0
