iter	Passed	Remaining
783	624719	968953
784	625496	968124
785	626315	967362
786	627199	966699
787	628025	965948
788	628810	965131
789	629673	964436
790	630452	963611
791	631322	962925
792	632173	962210
793	633048	961531
794	633920	960847
795	634733	960074
796	635680	959502
797	636583	958863
798	637446	958164
799	638248	957372
800	639130	956700
801	639952	955938
802	640912	955382
803	641717	954594
804	642621	953952
805	643407	953137
806	644186	952310
807	644946	951455
808	645840	950799
809	646581	949915
810	647380	949119
811	648237	948406
812	649094	947694
813	649833	946808
814	650724	946145
815	651616	945482
816	652414	944683
817	653179	943836
818	653979	943039
819	654860	942360
820	655793	941754
821	656633	941015
822	657404	940176
823	658185	939352
824	659059	938660
825	660094	938197
826	660894	937399
827	661799	936750
828	662636	936003
829	663563	935384
830	664357	934577
831	665221	933869
832	666078	933149
833	666854	932316
834	667681	931555
835	668598	930920
836	669417	930147
837	670310	929475
838	671292	928928
839	672161	928223
840	673077	927582
841	674013	926969
842	674941	926342
843	675720	925512
844	676538	924735
845	677309	923895
846	678177	923186
847	678998	922413
848	680209	922168
849	681151	921557
850	681971	920781
851	682905	920159
852	683794	919475
853	684695	918807
854	685533	918054
855	686392	917328
856	687211	916548
857	688101	915865
858	688943	915115
859	689782	914362
860	690506	913457
861	691491	912897
862	692323	912133
863	693114	911317
864	693954	910565
865	694753	909757
866	695612	909030
867	696559	908416
868	697435	907709
869	698304	906993
870	699225	906344
871	700025	905537
872	700942	904882
873	701780	904124
874	702610	903355
875	703429	902573
876	704267	901816
877	705113	901067
878	705958	900317
879	706892	899681
880	707679	898857
881	708509	898087
882	709312	897283
883	710125	896492
884	710886	895636
885	711635	894764
886	712374	893881
887	713126	893013
888	713933	892216
889	714787	891476
890	715633	890727
891	716513	890019
892	717410	889332
893	718311	888649
894	719187	887935
895	720002	887146
896	720848	886395
897	721740	885699
898	722582	884942
899	723407	884164
900	724234	883388
901	725017	882559
902	725819	881753
903	726689	881030
904	727461	880188
905	728145	879239
906	729018	878519
907	729737	877613
908	730640	876928
909	731715	876450
910	732475	875593
911	733118	874597
912	734043	873938
913	735083	873413
914	735967	872704
915	736798	871931
916	737486	870990
917	738181	870056
918	738995	869264
919	739744	868395
920	740478	867509
921	741208	866618
922	742154	865981
923	743454	865754
924	744832	865616
925	745847	865054
926	747009	864661
927	748007	864077
928	749106	863609
929	750346	863302
930	751180	862526
931	752438	862236
932	753392	861596
933	754338	860946
934	755241	860248
935	756141	859545
936	757039	858839
937	758185	858415
938	759234	857878
939	760701	857812
940	761656	857166
941	762551	856453
942	763365	855649
943	764164	854828
944	764897	853932
945	765677	853091
946	766645	852458
947	767913	852156
948	769080	851742
949	769845	850882
950	770730	850154
951	771932	849773
952	772597	848803
953	773587	848189
954	774372	847349
955	775107	846456
956	775924	845651
957	776764	844872
958	777632	844124
959	778540	843419
960	779372	842630
961	780067	841694
962	780809	840809
963	781578	839953
964	782353	839104
965	783109	838234
966	783879	837381
967	784691	836572
968	785678	835948
969	786535	835187
970	787292	834318
971	788368	833788
972	789356	833164
973	790272	832463
974	791210	831785
975	792112	831068
976	793003	830340
